wall_time_ns,cpu_percent,memory_used_kib,memory_total_kib,gpu_percent,gpu_memory_used_mib,gpu_memory_total_mib,nic_receive_bytes_total,nic_transmit_bytes_total
1786699766366164124,23.636363636363637,25251432,65595064,60,6067,24564,102593105324,144223415
1786699767391506046,22.04433497536946,25282524,65595064,62,6067,24564,102636309036,144246321
1786699768417319004,21.39917695473251,25257476,65595064,61,6067,24564,102680034135,144277210
1786699769442121828,20.883202641353694,25284124,65595064,61,6065,24564,102722046853,144291740
1786699770467798845,21.57829839704069,25263324,65595064,61,6065,24564,102765392368,144318284
1786699771490757149,21.849427168576106,25263732,65595064,60,6067,24564,102807505247,144344059
1786699772514049009,21.504934210526315,25259784,65595064,61,6065,24564,102850262151,144364097
1786699773541299566,21.454993834771887,25289452,65595064,60,6071,24564,102893109183,144391093
1786699774569360481,24.137931034482758,25252852,65595064,61,6067,24564,102935995257,144409713
1786699775593140014,21.457821457821456,25276052,65595064,60,6067,24564,102979694423,144439425
1786699776619584053,21.73377156943303,25264340,65595064,58,6065,24564,103022586706,144468791
1786699777644039078,20.886335658596636,25272000,65595064,62,6067,24564,103058686407,144494533
1786699778669203454,21.13486842105263,25276060,65595064,59,6067,24564,103103570565,144520513
1786699779692454458,21.80481829318089,25271436,65595064,63,6067,24564,103147232694,144547779
1786699780717504508,21.567010309278352,25261836,65595064,58,6065,24564,103188686527,144573761
1786699781750708502,24.673202614379086,25644920,65595064,56,6077,24564,103207554606,144595671
1786699782775486871,26.230174867832453,25252736,65595064,59,6079,24564,103229199418,144612681
1786699783799219571,21.682319314005717,25263512,65595064,61,6079,24564,103252360020,144649507
1786699784823695475,21.463815789473685,25266108,65595064,64,6076,24564,103270808188,144680651
1786699785848920491,22.84659557013946,25284336,65595064,60,6076,24564,103289130972,144727443
1786699786874323557,21.493027071369976,25278240,65595064,63,6070,24564,103306689023,144760563
1786699787897481124,21.39630390143737,25272944,65595064,61,6069,24564,103324203753,144787703
1786699788925482489,20.537190082644628,25274284,65595064,61,6068,24564,103343419569,144812457
1786699789948620447,22.29064039408867,25242960,65595064,60,6068,24564,103360926809,144834164
1786699790972831485,22.37704918032787,25259600,65595064,63,6065,24564,103376756737,144856900
1786699791996920190,21.557377049180328,25283700,65595064,61,6068,24564,103395890187,144909033
1786699793025443506,21.13022113022113,25277148,65595064,58,6066,24564,103413814423,144981739
1786699794048411141,21.11521115211152,25280308,65595064,62,6067,24564,103431166423,145101655
1786699795072403372,21.030927835051546,25279624,65595064,63,6067,24564,103448784324,145341269
1786699796095007621,21.331689272503084,25272016,65595064,61,6066,24564,103467983104,145457949
1786699797121623703,21.041837571780146,25268680,65595064,60,6068,24564,103483979361,145637788
1786699798146315581,22.934648581997536,25293052,65595064,62,6067,24564,103504828745,145733751
1786699799173008375,22.08111429741909,25283052,65595064,59,6068,24564,103521115533,145897035
1786699800198044494,21.958213846784105,25287780,65595064,62,6066,24564,103540045587,145936661
1786699801222539887,21.399345335515548,25262056,65595064,59,6066,24564,103557697946,146093747
1786699802246401473,21.6359918200409,25274072,65595064,63,6066,24564,103575012696,146129979
1786699803271319467,23.04863097670617,25315344,65595064,59,6065,24564,103590986337,146317485
1786699804294252594,20.180106426524766,25270712,65595064,62,6067,24564,103591005390,146329768
1786699805318463713,19.696969696969695,25290460,65595064,61,6065,24564,103591007657,146330407
1786699806344657419,22.22222222222222,25298240,65595064,61,6065,24564,103591007723,146330579
1786699807369128291,19.983619983619985,25287092,65595064,61,6067,24564,103591014904,146331591
1786699808393120528,19.688269073010666,25283520,65595064,61,6065,24564,103591015994,146331689
1786699809422583900,20.016339869281047,25291376,65595064,61,6067,24564,103591040836,146334637
1786699810450176178,20.71924805884757,25282208,65595064,59,6067,24564,103591072555,146343913
1786699811477546711,21.046178994687374,25243932,65595064,61,6065,24564,103591075016,146344085
1786699812506671057,21.00082034454471,25256988,65595064,62,6067,24564,103591092174,146345899
1786699813533760696,21.01597705858255,25261636,65595064,61,6065,24564,103591092174,146345899
1786699814559599045,22.645372645372646,25243636,65595064,62,6067,24564,103591151942,146532707
1786699815585116006,19.63919639196392,25229964,65595064,62,6067,24564,103591162997,146804562
1786699816608952886,20.89613034623218,25236768,65595064,59,6067,24564,103591168206,146808213
1786699817639879483,19.62233169129721,25232328,65595064,62,6073,24564,103591198851,146811629
1786699818665838249,20.750101916021197,25231992,65595064,60,6065,24564,103591214687,146812833
1786699819692687650,19.861054352268084,25259852,65595064,63,6067,24564,103591214847,146813037
1786699820717606610,19.35219352193522,25263032,65595064,62,6065,24564,103591216352,146813543
1786699821744799973,20.16359918200409,25241408,65595064,63,6065,24564,103591232899,146863617
1786699822768014631,21.991024071807427,25256228,65595064,63,6065,24564,103591242167,147263948
1786699823791645360,19.38398357289528,25255216,65595064,60,6065,24564,103591268429,147265678
1786699824819315825,19.729286300246102,25261060,65595064,61,6067,24564,103591293209,147267154
1786699825843905306,19.631147540983605,25311408,65595064,59,6073,24564,103591295939,147267498
1786699826871480216,19.431864965006174,25260040,65595064,58,6065,24564,103591295939,147267498
1786699827894167697,19.49221949221949,25268200,65595064,62,6067,24564,103591295939,147267498
1786699828918766516,19.199009083402146,25257500,65595064,64,6065,24564,103591344232,147277522
1786699829946127785,20.82820828208282,25226728,65595064,61,6067,24564,103591348775,147280056
1786699830971770965,20.565342072920934,25268320,65595064,63,6067,24564,103591356323,147282980
1786699831995553993,19.376026272577995,25270956,65595064,61,6067,24564,103591356323,147282980
1786699833021300967,20.05707297187118,25236992,65595064,61,6065,24564,103591358846,147283758
1786699834046583545,19.309778142974526,25240792,65595064,58,6065,24564,103591383285,147735006
1786699835072393343,19.366776315789473,25242928,65595064,63,6065,24564,103591387732,147736384
1786699836096081497,19.73845525132816,25248868,65595064,63,6067,24564,103591420291,147742522
1786699837121060237,19.787408013082583,25260432,65595064,62,6067,24564,103591426223,147746822
1786699838147273556,21.52521525215252,25239492,65595064,61,6067,24564,103591433507,147751296
1786699839171925915,20.41820418204182,25277024,65595064,61,6077,24564,103591442844,147756402
1786699840196519160,23.035787741670095,25259716,65595064,63,6077,24564,103591466256,147765699
1786699841221149502,20.253164556962027,25267332,65595064,59,6079,24564,103591495474,147769187
1786699842244756140,19.605425400739826,25246580,65595064,61,6078,24564,103591500953,147772025
1786699843268145245,19.729286300246102,25286256,65595064,58,6078,24564,103591508312,147776131
1786699844293519002,19.917864476386036,25259812,65595064,61,6074,24564,103591520479,147790416
1786699845320574918,19.754601226993866,25264632,65595064,66,6066,24564,103591527197,147797664
1786699846345204382,22.376480195998365,25258704,65595064,61,6066,24564,103591550535,147812741
1786699847371017938,21.00287710645294,25267436,65595064,62,6072,24564,103591599394,147823963
1786699848395084929,19.664072101597707,25274220,65595064,58,6073,24564,103591599484,147824427
1786699849423463989,19.87704918032787,25281900,65595064,60,6071,24564,103591600714,147824867
1786699850447180040,20.032773453502664,25268808,65595064,57,6073,24564,103591627848,147828577
1786699851472279149,19.68019680196802,25268924,65595064,61,6073,24564,103591644709,147830633
1786699852496296284,19.73791973791974,25268976,65595064,62,6068,24564,103591647019,147933077
1786699853524036599,19.39319393193932,25267476,65595064,61,6068,24564,103591653402,148043945
1786699854550211512,21.881390593047033,25297768,65595064,62,6068,24564,103591653402,148043945
1786699855575418112,19.517184942716856,25242008,65595064,57,6068,24564,103591653402,148043945
1786699856601004550,19.696969696969695,25286864,65595064,62,6067,24564,103591653628,148044149
1786699857630243076,19.71486761710794,25244192,65595064,57,6067,24564,103591653628,148044149
1786699858654426749,19.76316864026133,25269556,65595064,62,6067,24564,103591653948,148044385
1786699859678618266,20.425706099058534,25260904,65595064,57,6086,24564,103591659656,148047108
1786699860702406200,21.03533278553821,25269856,65595064,63,6087,24564,103591665078,148049946
1786699861728497692,20.393120393120395,25278640,65595064,62,6085,24564,103591693258,148053757
1786699862755668550,21.789084940500615,25258004,65595064,62,6084,24564,103591719008,148055162
1786699863785401612,19.79550102249489,25286620,65595064,63,6084,24564,103591721834,148055366
1786699864812046832,20.408997955010225,25255308,65595064,59,6078,24564,103591724945,148056820
1786699865836972364,20.79086832450061,25290376,65595064,58,6068,24564,103591792897,148072810
1786699866865354664,20.04909983633388,25275596,65595064,61,6067,24564,103591836737,148099118
1786699867889270780,19.79591836734694,25292452,65595064,62,6066,24564,103591847398,148104278
1786699868913489391,19.656019656019655,25293744,65595064,64,6067,24564,103591859494,148112964
1786699869943933003,21.361213612136122,25293264,65595064,61,6079,24564,103591879755,148118594
1786699870968509082,21.20343839541547,25278692,65595064,60,6070,24564,103591916840,148125581
1786699871994336638,22.17231523070641,25268336,65595064,59,6072,24564,103591946027,148137914
1786699873018111703,19.672131147540984,25303544,65595064,60,6070,24564,103591988171,148140362
1786699874042842878,20.065520065520065,25300068,65595064,62,6070,24564,103592003620,148143750
1786699875068365710,19.481054365733115,25284992,65595064,60,6078,24564,103592011418,148150334
1786699876093158671,19.39319393193932,25299188,65595064,61,6077,24564,103592011578,148150452
1786699877119918548,19.311193111931118,25293600,65595064,62,6069,24564,103592016932,148154287
1786699878144185699,20.93981863149217,25274556,65595064,59,6071,24564,103592022068,148154601
1786699879170199046,19.93423756678997,25281632,65595064,61,6070,24564,103592036393,148157479
1786699880197118055,20.66420664206642,25294996,65595064,63,6080,24564,103592092464,148168603
1786699881223538429,21.592775041050903,25273148,65595064,61,6079,24564,103592093694,148168689
1786699882250289930,21.27921279212792,25298296,65595064,63,6086,24564,103592097976,148170574
1786699883277126626,21.226993865030675,25283136,65595064,60,6086,24564,103592128271,148174230
1786699884305978113,21.384678410487506,25290408,65595064,63,6082,24564,103592136343,148176350
1786699885330209429,21.254071661237784,25275336,65595064,61,6079,24564,103592144947,148181070
1786699886354828995,22.997522708505368,25296640,65595064,63,6078,24564,103592158136,148188196
1786699887383461415,21.13486842105263,25311468,65595064,64,6071,24564,103592175721,148198946
1786699888410295244,23.78818737270876,25547688,65595064,60,6074,24564,103592211071,148215394
1786699889436643508,23.389413212966762,25338260,65595064,61,6085,24564,103592223340,148221548
1786699890462988484,20.515970515970515,25355136,65595064,59,6083,24564,103592254095,148226986
1786699891492098222,20.130665577786854,25351644,65595064,61,6083,24564,103592283305,148237702
1786699892516758587,19.74704202366381,25361100,65595064,59,6081,24564,103592325514,148247096
1786699893543049947,19.120065789473685,25325192,65595064,61,6077,24564,103592350013,148249844
1786699894569626075,21.275720164609055,25292528,65595064,61,6075,24564,103592351242,148249930
1786699895593989621,20.09038619556286,25281368,65595064,62,6069,24564,103592353933,148250192
1786699896619763187,19.69820554649266,25280372,65595064,61,6070,24564,103592354093,148250310
1786699897648556660,19.07894736842105,25277176,65595064,58,6068,24564,103592362674,148255310
1786699898673181621,19.77932161830813,25298508,65595064,63,6070,24564,103592389866,148270098
1786699899701265655,19.87704918032787,25278528,65595064,58,6069,24564,103592436004,148279521
1786699900729596165,19.21343711593609,25271540,65595064,60,6068,24564,103592437395,148279811
1786699901756533951,20.00820008200082,25293680,65595064,58,6070,24564,103592444564,148283451
1786699902780190254,21.99425523184243,25270248,65595064,61,6070,24564,103592469314,148287807
1786699903806539707,19.45014361920394,25274364,65595064,62,6069,24564,103592491203,148362067
1786699904831209685,19.844517184942717,25264320,65595064,62,6064,24564,103592501861,148759299
1786699905855136774,19.292472233648706,25273260,65595064,60,6062,24564,103592528629,148764150
1786699906884204222,20.34383954154728,25279548,65595064,61,6064,24564,103592611934,148771112
1786699907908434761,19.68954248366013,25273232,65595064,61,6068,24564,103592617024,148773098
1786699908932587719,19.360131255127154,25271904,65595064,58,6068,24564,103592622856,148777650
1786699909958267523,20.81967213114754,25289228,65595064,61,6065,24564,103592653741,148784026
1786699910985479202,19.958847736625515,25271440,65595064,60,6067,24564,103592662475,148788960
1786699912009920399,20.040816326530614,25287460,65595064,62,6068,24564,103592709238,149042927
1786699913035438480,22.103970528039294,25292256,65595064,62,6079,24564,103592767906,149055114
1786699914060346574,19.38398357289528,25286916,65595064,63,6077,24564,103592772635,149058335
1786699915094733678,20.671305771592305,25289248,65595064,20,6065,24564,103592794234,149084063
1786699916118782751,21.66531932093775,25272376,65595064,59,6244,24564,103592800036,149089568
1786699917145307311,19.442165709598033,25248460,65595064,59,6221,24564,103592814354,149090546
1786699918269422065,21.343711593609175,25267948,65595064,22,6216,24564,103592847175,149097016
1786699919298612956,20.082120194102277,25263752,65595064,57,6204,24564,103592857017,149102380
1786699920322215519,19.17864476386037,25257256,65595064,58,6203,24564,103592869226,149110496
1786699921348046790,19.189412737799834,25260540,65595064,58,6159,24564,103592881817,149118783
1786699922376421271,18.973305954825463,25266832,65595064,61,6157,24564,103592894480,149127759
1786699923402520326,19.4672131147541,25277968,65595064,61,6158,24564,103592905918,149135789
1786699924428398723,20.0,25273508,65595064,61,6159,24564,103592929597,149148997
1786699925452288455,19.386503067484664,25276200,65595064,61,6159,24564,103592956864,149151579
1786699926476944819,22.094926350245498,25272504,65595064,59,6161,24564,103592960348,149153521
1786699927504776189,20.678381691867592,25269920,65595064,59,6158,24564,103593006475,149163797
1786699928534200875,19.99185667752443,25249544,65595064,61,6160,24564,103593036504,149167138
1786699929557691819,19.232339730502247,25254344,65595064,59,6160,24564,103593056468,149175455
1786699930581517565,19.934640522875817,25276368,65595064,61,6160,24564,103593060603,149176538
1786699931604936435,19.399917796958487,25299808,65595064,62,6159,24564,103593072338,149182302
1786699932630698017,19.21020156314274,25256964,65595064,60,6159,24564,103593081250,149188838
1786699933658015455,20.20449897750511,25293384,65595064,62,6159,24564,103593107921,149200023
1786699934685922169,22.09016393442623,25250576,65595064,59,6159,24564,103593135125,149216541
1786699935711300985,19.54117165096272,25259064,65595064,59,6159,24564,103593185268,149219947
1786699936736861488,19.516195161951618,25294212,65595064,58,6159,24564,103593191244,149221845
1786699937761390609,19.476268412438625,25287632,65595064,58,6157,24564,103593201865,149229634
1786699938788533712,20.18837018837019,25298364,65595064,62,6158,24564,103593224504,149235661
1786699939813712218,20.464737056665307,25286572,65595064,60,6159,24564,103593326211,149258689
1786699940838641879,19.34426229508197,25277468,65595064,64,6159,24564,103593328212,149265645
1786699941865154538,20.238095238095237,25285700,65595064,59,6159,24564,103593354548,149268645
1786699942895708817,20.71516646115906,25279848,65595064,59,6159,24564,103593376053,149749877
1786699943919606411,19.902120717781404,25274728,65595064,59,6157,24564,103593425217,149765861
1786699944945203854,19.53125,25312244,65595064,61,6159,24564,103593484449,149774397
1786699945970849677,19.861337683523654,25298832,65595064,63,6158,24564,103593493465,149778959
1786699946995779418,20.368098159509202,25291832,65595064,60,6159,24564,103593503779,149785212
1786699948022984366,19.564323879983558,25282000,65595064,64,6159,24564,103593523343,149789841
1786699949046668823,19.65742251223491,25307764,65595064,59,6156,24564,103593529698,149792937
1786699950071339901,20.862422997946613,25290252,65595064,58,6156,24564,103593547239,149826609
1786699951095365051,20.213640098603122,25271364,65595064,59,6159,24564,103593555583,150275783
1786699952120756472,19.630390143737166,25260640,65595064,59,6159,24564,103593561475,150303675
1786699953144025550,19.746005735354363,25284436,65595064,62,6158,24564,103593585024,150304411
1786699954170222440,19.729286300246102,25264044,65595064,61,6158,24564,103593721442,150315201
1786699955194923492,22.344771241830067,25275256,65595064,66,6172,24564,103593980348,150333415
1786699956220251154,20.351450756027788,25300468,65595064,59,6174,24564,103593982702,150334877
1786699957243609114,20.196640721015978,25305560,65595064,62,6186,24564,103594006848,150348000
1786699958269716777,22.108285479901557,25287860,65595064,61,6186,24564,103594031472,150350346
1786699959292667787,21.199671322925226,25281984,65595064,60,6187,24564,103594058413,150353737
1786699960318412286,19.81015270326042,25281824,65595064,61,6184,24564,103594079237,150379948
1786699961342092508,19.909873002867677,25291420,65595064,60,6175,24564,103594102564,150394873
1786699962367226472,21.02015631427396,25292584,65595064,61,6173,24564,103594130268,150413753
1786699963390618932,19.84419844198442,25286116,65595064,58,6178,24564,103594136686,150419011
1786699964413518365,20.09020090200902,25283136,65595064,63,6189,24564,103594136846,150421739
1786699965436205260,20.238095238095237,25289760,65595064,57,6185,24564,103594164481,150435730
1786699966464238881,23.007395234182415,25343504,65595064,61,6194,24564,103594191603,150439032
1786699967490382973,19.50920245398773,25284832,65595064,62,6190,24564,103594224905,150445637
1786699968516925709,19.67280163599182,25286436,65595064,59,6191,24564,103594227559,150447961
1786699969541316836,19.106191061910618,25288836,65595064,63,6183,24564,103594233101,150453458
1786699970565105474,20.31954117165096,25266600,65595064,62,6183,24564,103594254111,150465503
1786699971588916441,19.75409836065574,25297780,65595064,59,6181,24564,103594272899,150492688
1786699972612641605,19.54117165096272,25281108,65595064,62,6180,24564,103594331831,150702642
1786699973641521904,19.21020156314274,25296552,65595064,58,6191,24564,103594346532,150705624
1786699974668944200,23.52221769262128,25295772,65595064,63,6183,24564,103594366455,150716248
1786699975698386298,19.53412341642828,25269700,65595064,61,6164,24564,103594393554,150719792
1786699976727939453,19.049569848422777,25268072,65595064,60,6162,24564,103594393656,150722181
1786699977758261428,19.83739837398374,25285796,65595064,62,6164,24564,103594396916,150724852
1786699978788221168,19.076797385620914,25263656,65595064,59,6164,24564,103594397076,150727768
1786699979813727010,19.66544267645859,25266456,65595064,59,6153,24564,103594397434,150729672
1786699980838867411,19.87730061349693,25273396,65595064,59,6153,24564,103594467253,150744168
1786699981864222879,20.501232539030404,25283520,65595064,63,6165,24564,103594468484,150746285
1786699982893754143,20.893076607947563,25292048,65595064,62,6165,24564,103594471534,150749055
1786699983919800448,19.861054352268084,25281304,65595064,62,6163,24564,103594473188,150751209
1786699984943041071,19.449013157894736,25289148,65595064,62,6163,24564,103594497753,150762744
1786699985967778093,20.435855263157894,25287676,65595064,62,6196,24564,103594528183,150769012
1786699986993463021,22.777550184350677,25303820,65595064,58,6213,24564,103594587536,150790240
1786699988016683847,19.435351882160393,25316040,65595064,61,6212,24564,103594620166,150798385
1786699989042198338,19.417077175697866,25302192,65595064,59,6198,24564,103594627517,150804531
1786699990067148513,20.886335658596636,25281892,65595064,61,6197,24564,103594633879,150810665
1786699991093384204,20.37720377203772,25305676,65595064,59,6184,24564,103594646729,150819529
1786699992120589768,22.34522345223452,25294704,65595064,60,6184,24564,103594681413,150837727
1786699993146870255,20.773930753564155,25342124,65595064,61,6190,24564,103594726648,150850874
1786699994173394903,20.58220582205822,25313056,65595064,59,6181,24564,103594767672,150869549
1786699995196165365,19.86890618598935,25286744,65595064,62,6183,24564,103594773597,150875193
1786699996222015409,18.853135313531354,25295488,65595064,59,6183,24564,103594779037,150881349
1786699997249383906,19.860484201887566,25284028,65595064,59,6186,24564,103594821209,150894685
1786699998275081872,21.715927750410508,25287624,65595064,61,6188,24564,103594858816,150911474
1786699999300379134,19.499178981937604,25312892,65595064,63,6188,24564,103594866626,150913672
1786700000326046924,19.474116680361544,25308268,65595064,60,6187,24564,103594886881,150925807
1786700001354118547,19.71486761710794,25298740,65595064,61,6187,24564,103594889787,150928017
1786700002381919152,19.67479674796748,25301912,65595064,60,6178,24564,103594890049,150931624
1786700003406985873,19.34560327198364,25303948,65595064,59,6175,24564,103594892972,150933778
1786700004435064468,19.205569205569205,25277768,65595064,61,6177,24564,103594893733,150936630
1786700005459000170,19.148936170212767,25307952,65595064,61,6175,24564,103594893733,150938230
1786700006484496387,22.103533278553822,25283244,65595064,59,6177,24564,103594964470,150953292
1786700007510063683,20.13974517057131,25282160,65595064,61,6204,24564,103594973126,150960766
1786700008537093659,20.501232539030404,25292684,65595064,62,6194,24564,103594992086,150966841
1786700009561940245,19.32841932841933,25285528,65595064,58,6193,24564,103595023016,150976863
1786700010592091164,19.409109560935576,25276916,65595064,60,6193,24564,103595028119,150980949
1786700011617627095,19.76365118174409,25286932,65595064,59,6189,24564,103595042265,150983901
1786700012643292549,19.34426229508197,25285676,65595064,61,6166,24564,103595042473,150986365
1786700013670058315,19.370657948508377,25292260,65595064,62,6166,24564,103595043005,150988321
1786700014698082064,22.444807849550287,25342088,65595064,60,6168,24564,103595062169,150998386
1786700015722215063,20.620661494487546,25318628,65595064,62,6220,24564,103595089536,151002096
1786700016745566559,21.710526315789473,25345048,65595064,59,6213,24564,103595102426,151016010
1786700017769250086,19.08679555738379,25298420,65595064,59,6212,24564,103595114114,151022204
1786700018797117740,19.37474290415467,25273544,65595064,58,6201,24564,103595119893,151028792
1786700019822967673,20.35903712770298,25306488,65595064,61,6202,24564,103595134211,151031362
1786700020846331634,19.34426229508197,25289116,65595064,64,6201,24564,103595135287,151034393
1786700021871081470,19.97533908754624,25285124,65595064,64,6175,24564,103595135513,151036443
1786700022896030992,20.795734208367513,25297480,65595064,62,6175,24564,103595135711,151038289
1786700023925085425,20.016373311502253,25283288,65595064,59,6182,24564,103595135871,151040492
1786700024953136390,19.80400163331972,25297508,65595064,61,6155,24564,103595142178,151048578
1786700025980249200,18.87796887796888,25292136,65595064,59,6157,24564,103595142178,151050970
1786700027003951506,19.583843329253366,25291776,65595064,60,6154,24564,103595142310,151053050
1786700028029427695,19.260780287474333,25277512,65595064,60,6153,24564,103595142412,151055564
1786700029058452643,19.25287356321839,25294748,65595064,60,6149,24564,103595142544,151057851
1786700030083290876,20.64727570667759,25302492,65595064,63,6150,24564,103595166914,151060299
1786700031108905529,20.425706099058534,25290940,65595064,61,6150,24564,103595192555,151064034
1786700032135814239,19.49221949221949,25296988,65595064,59,6149,24564,103595207138,151284649
1786700033160507089,19.894007337953525,25301384,65595064,61,6150,24564,103595234191,151299282
1786700034185898648,19.170771756978652,25290472,65595064,59,6150,24564,103595240486,151306268
1786700035209331899,19.869441044471642,25314356,65595064,62,6150,24564,103595243809,151310192
1786700036232910078,19.237079573420836,25311164,65595064,62,6149,24564,103595244719,151313320
1786700037257343575,19.28746928746929,25285956,65595064,58,6148,24564,103595248716,151317826
1786700038287769510,21.532091097308488,25312476,65595064,63,6150,24564,103595280885,151332801
1786700039314249378,19.9836867862969,25308044,65595064,70,6147,24564,103595308080,151335863
1786700040339889153,19.33633756657108,25294092,65595064,61,6149,24564,103595333870,151341279
1786700041364506368,20.26971802206784,25309784,65595064,61,6150,24564,103595335489,151343313
1786700042390578638,19.45126945126945,25290068,65595064,61,6150,24564,103595339234,151347399
1786700043416898434,19.655313910545754,25274888,65595064,64,6149,24564,103595382708,151359902
1786700044441192052,18.867924528301888,25311672,65595064,59,6149,24564,103595382928,151362582
1786700045467314450,19.975389663658735,25279284,65595064,61,6157,24564,103595390998,151366880
1786700046495848944,21.34046052631579,25306736,65595064,60,6141,24564,103595395185,151369180
1786700047521132501,20.473083197389887,25305416,65595064,63,6139,24564,103595435248,151387584
1786700048544294384,19.664072101597707,25299012,65595064,63,6136,24564,103595485450,151392950
1786700049568369917,19.52420016406891,25309788,65595064,62,6141,24564,103595491409,151395526
1786700050592889367,20.82820828208282,25289328,65595064,63,6135,24564,103595502254,151405280
1786700051620836842,19.942787086228034,25303440,65595064,59,6134,24564,103595546698,151908317
1786700052644187643,19.551020408163264,25318236,65595064,60,6133,24564,103595549066,151911223
1786700053668609195,19.435351882160393,25271960,65595064,61,6135,24564,103595555019,151912763
1786700054695112684,21.27220156959934,25294000,65595064,59,6135,24564,103595581000,151915625
1786700055723821385,19.104354971240756,25291416,65595064,60,6134,24564,103595582289,151917319
1786700056749220209,19.517184942716856,25289376,65595064,60,6133,24564,103595583240,151919471
1786700057773262871,19.21343711593609,25287284,65595064,67,6133,24564,103595584125,151921229
1786700058796133298,19.268693508627774,25269104,65595064,60,6133,24564,103595585579,151924461
1786700059825883255,19.57324579400903,25292552,65595064,59,6134,24564,103595596401,151932737
1786700060854636809,24.139344262295083,25180204,65595064,60,6133,24564,103595615669,151967673
