wall_time_ns,cpu_percent,memory_used_kib,memory_total_kib,gpu_percent,gpu_memory_used_mib,gpu_memory_total_mib,nic_receive_bytes_total,nic_transmit_bytes_total
1786699719196492893,21.912187115305702,25241044,65595064,61,6068,24564,100633741549,142533685
1786699720221715390,21.38752052545156,25252272,65595064,62,6067,24564,100676405821,142558753
1786699721246774510,20.69249793899423,25234144,65595064,61,6068,24564,100718516217,142577601
1786699722271898756,21.25205930807249,25249508,65595064,58,6067,24564,100761659894,142614364
1786699723298519999,21.660501438553226,25269440,65595064,61,6068,24564,100804645568,142640874
1786699724323014421,21.361213612136122,25252996,65595064,59,6066,24564,100846645786,142655908
1786699725346199327,21.487263763352505,25258972,65595064,61,6068,24564,100889857915,143023438
1786699726370938285,23.16570486397362,25242740,65595064,61,6067,24564,100932593247,143113734
1786699727395217553,21.740907233346956,25240972,65595064,63,6068,24564,100974733755,143133236
1786699728421636726,21.10469909315746,25246560,65595064,60,6066,24564,101017744389,143155992
1786699729445328216,21.40221402214022,25237108,65595064,59,6066,24564,101060511531,143170648
1786699730471579902,21.34046052631579,25258376,65595064,62,6065,24564,101103775425,143195148
1786699731496676221,23.22818517001229,25253340,65595064,59,6090,24564,101145311901,143219634
1786699732521311053,23.89344262295082,25267984,65595064,63,6093,24564,101188103469,143284884
1786699733545291614,23.067484662576685,25296564,65595064,61,6081,24564,101230065841,143328170
1786699734573345969,23.30016583747927,25296180,65595064,62,6080,24564,101273380750,143375110
1786699735596689372,21.8174375767499,25295940,65595064,60,6080,24564,101315121667,143451411
1786699736627453183,21.499176276771006,25281720,65595064,59,6073,24564,101358370779,143574163
1786699737651062537,21.454842664487128,25294976,65595064,59,6074,24564,101399968411,143594633
1786699738675839384,22.624434389140273,25278720,65595064,57,6070,24564,101442010790,143625428
1786699739703645491,21.02880658436214,25281604,65595064,61,6067,24564,101485397200,143645552
1786699740727785788,21.218315617334422,25297176,65595064,61,6067,24564,101528321144,143657266
1786699741754536404,21.75697865353038,25269304,65595064,62,6067,24564,101571292934,143669042
1786699742779105405,22.864217911679734,25267620,65595064,58,6067,24564,101614233452,143680684
1786699743804544584,21.712412945514135,25268552,65595064,59,6067,24564,101656283300,143705490
1786699744829551076,21.4987714987715,25275260,65595064,60,6067,24564,101699389114,143722906
1786699745852803897,21.152263374485596,25274640,65595064,62,6067,24564,101741943888,143745448
1786699746877722049,20.855614973262032,25247256,65595064,61,6065,24564,101783681726,143767332
1786699747902925274,21.043978627209206,25265280,65595064,62,6065,24564,101826682556,143782730
1786699748929925135,21.175986842105264,25256336,65595064,60,6067,24564,101867906274,143794834
1786699749959234897,22.78118609406953,25244376,65595064,63,6067,24564,101911281292,143807402
1786699750985779368,22.354388843314194,25243440,65595064,62,6065,24564,101953980978,143819166
1786699752008489319,21.443214432144323,25241852,65595064,56,6065,24564,101996701740,143845648
1786699753033636725,21.10469909315746,25247368,65595064,61,6067,24564,102038738944,143866386
1786699754058597129,21.35523613963039,25266944,65595064,60,6067,24564,102082399450,143890046
1786699755082494748,21.740907233346956,25250004,65595064,61,6067,24564,102125669326,143909010
1786699756109575419,21.676891615541923,25244868,65595064,60,6065,24564,102168864607,143928836
1786699757137499291,21.229508196721312,25257456,65595064,60,6073,24564,102210859255,143939602
1786699758165982144,23.04847986852917,25255924,65595064,60,6067,24564,102252896211,143950150
1786699759191500562,21.878812525416837,25244892,65595064,61,6067,24564,102295373560,143966684
1786699760215612112,22.01797385620915,25269444,65595064,62,6067,24564,102337948308,143989148
1786699761241044400,21.178409559126493,25291400,65595064,60,6065,24564,102381238428,144006312
1786699762267456168,21.232032854209447,25238268,65595064,62,6065,24564,102423719022,144029938
1786699763290218007,21.66257166257166,25257928,65595064,61,6065,24564,102466536622,144052799
1786699764317458519,21.16728318947801,25238360,65595064,58,6067,24564,102508649903,144065109
1786699765342614973,20.903490759753595,25253164,65595064,59,6067,24564,102551721188,144077103
